Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"R Ramanankirahina","Sociality and communication in woolly lemurs",2013,"","elib.tiho-hannover.de","https://elib.tiho-hannover.de/servlets/MCRFileNodeServlet/etd_derivate_00000696/ramanankirahinar_ws13.pdf","",866,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,9,"… The tail of Propithecus and Avahi are relatively long while that of Indri is merely a stump. Indri and Propithecus are the largest living lemur species (GLANDER u. POWZYK 1995). Their …","https://elib.tiho-hannover.de/servlets/MCRFileNodeServlet/etd_derivate_00000696/ramanankirahinar_ws13.pdf",""
29,"RH Dunn, KD Rose, RS Rana, K Kumar, A Sahni, ...","New euprimate postcrania from the early Eocene of Gujarat, India, and the strepsirrhine–haplorhine divergence",2016,"Journal of Human …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047248416300690","https://scholar.google.com/scholar?cites=12695184318350311015&as_sdt=2005&sciodt=0,5&hl=en",867,"2022-06-03 12:54:03","","","","",,,,,29,4.83,5,6,6,"The oldest primates of modern aspect (euprimates) appear abruptly on the Holarctic continents during a brief episode of global warming known as the Paleocene-Eocene Thermal …","https://www.academia.edu/download/48128336/Dunn_et_al_2016.pdf","https://scholar.google.com/scholar?q=related:Zz5hJeBaLrAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"AM Marquis","Program of the 85th Annual Meeting of the American Association of Physical Anthropologists",2016,"","researchgate.net","https://www.researchgate.net/profile/Shahed-Nalla/publication/301601744_The_axial_skeleton_and_scaling_of_the_trunk_in_Homo_naledi/links/571bcc7008ae7f552a4816ba/The-axial-skeleton-and-scaling-of-the-trunk-in-Homo-naledi.pdf","",868,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,6,"Anthropology). Once again, we are having dedicated time for posters from 4: 00 to 6: 00 (5: 00–6: 00 on Saturday), so that everyone will have time to participate in the poster sessions. …","https://www.researchgate.net/profile/Shahed-Nalla/publication/301601744_The_axial_skeleton_and_scaling_of_the_trunk_in_Homo_naledi/links/571bcc7008ae7f552a4816ba/The-axial-skeleton-and-scaling-of-the-trunk-in-Homo-naledi.pdf",""
0,"AB Felkl","Caracterização do receptor de arginina vasopressina (AVPR1b) em primatas do novo mundo (PRIMATA, PLATYRRHINI): implicações evolutivas",2018,"","lume.ufrgs.br","https://www.lume.ufrgs.br/handle/10183/236219","",869,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,4,"Os primatas do Novo Mundo (pNM; Primata, Platyrrhini) apresentam uma série de características consideradas incomuns entre mamíferos eutérios, sobretudo o sistema monogâmico, …","https://www.lume.ufrgs.br/bitstream/handle/10183/236219/001096051.pdf?sequence=1",""
0,"N Dunham, EE Kane, LE Rodriguez-Saona","Quantifying Soluble Carbohydrates in Tropical Leaves Using a Portable Mid-Infrared Sensor: Implications for Primate...",2016,"","academia.edu","https://www.academia.edu/download/50867776/Dunham_et_al_2016_Quantifying_WSC_in_leaves_using_MIRS.pdf","",870,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,3,6,"Identifying the nutritional composition of food items has significant ramifications for primate feeding ecology, which, in turn, influences investigations of primate sociality, cognition, and …","https://www.academia.edu/download/50867776/Dunham_et_al_2016_Quantifying_WSC_in_leaves_using_MIRS.pdf","https://scholar.google.com/scholar?q=related:ROLsiGg2eTwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
6,"BC Donadeo, KR Kerr, CL Morris, ...","Estimated composition of diets fed to captive black-and-white ruffed lemurs (Varecia variegata) at 33 US zoological institutions",2016,"Journal of zoo and wildlife …","JSTOR","https://www.jstor.org/stable/24773879","https://scholar.google.com/scholar?cites=7707563802510654820&as_sdt=2005&sciodt=0,5&hl=en",871,"2022-06-03 12:54:03","","","","",,,,,6,1.00,2,4,6,"… Use of total dietary fiber across four lemur species (Propithecus verreauxi coquereli, Hapalemur griseus griseus, Varecia variegata, and Eulemur fulvus): does fiber type affect digestive …","","https://scholar.google.com/scholar?q=related:ZH1OJHHE9moJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
6,"L Bermudez-Guzman, G Jimenez-Huezo, A Arguedas, ...","Mutational survivorship bias: The case of PNKP",2020,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237682","https://scholar.google.com/scholar?cites=348868315677324200&as_sdt=2005&sciodt=0,5&hl=en",872,"2022-06-03 12:54:03","HTML","","","",,,,,6,3.00,2,4,2,"The molecular function of a protein relies on its structure. Understanding how variants alter structure and function in multidomain proteins is key to elucidate the generation of a …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237682","https://scholar.google.com/scholar?q=related:qPNVfeJt1wQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"CD Knott, AM Scott, CA O'Connell, ...","Field and laboratory analysis for non-invasive wildlife and habitat health assessment and conservation",2021,"Conservation …","books.google.com","https://books.google.com/books?hl=en&lr=&id=xNg9EAAAQBAJ&oi=fnd&pg=PA129&dq=propithecus+coquereli&ots=9NXyeV0git&sig=kTMZxNaWSIzQJHMvq694m5HZV6k","",873,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,4,1,"Understanding an animal’s habitat requirements entails examining diets, the nutritional content of different foods, nutritional intake across habitats, and habitat quality in terms of …","","https://scholar.google.com/scholar?q=related:0YyU76vZVzUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"R Fonseca","Project duration: 03 June 2019 to 23 August 2019 Supervisor",,"popgen.dk","","http://popgen.dk/fonseca/RUIPINTO/INFO/Report_MCarvalho_08-2019_RF2.docx","",874,"2022-06-03 12:54:03","DOC","","","",,,,,0,0.00,0,1,,"Blood coagulation is a highly regulated mechanism essential to survival. The large amount of available genomic data now allows for an assessment of the variation in the rates of …","http://popgen.dk/fonseca/RUIPINTO/INFO/Report_MCarvalho_08-2019_RF2.docx",""
129,"N Galtier","Adaptive protein evolution in animals and the effective population size hypothesis",2016,"PLoS genetics","journals.plos.org","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005774","https://scholar.google.com/scholar?cites=1427154032541798391&as_sdt=2005&sciodt=0,5&hl=en",875,"2022-06-03 12:54:03","HTML","","","",,,,,129,21.50,129,1,6,"The rate at which genomes adapt to environmental changes and the prevalence of adaptive processes in molecular evolution are two controversial issues in current evolutionary …","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005774","https://scholar.google.com/scholar?q=related:949r_QdFzhMJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"M Volfova, Z Machovcova, E Voslarova, I Bedanova, ...","Comparison of the glucocorticoid concentrations between three species of lemuridae kept in a temporary housing facility",2020,"Animals","mdpi.com","https://www.mdpi.com/739604","https://scholar.google.com/scholar?cites=15400358103075707096&as_sdt=2005&sciodt=0,5&hl=en",876,"2022-06-03 12:54:03","","","","",,,,,1,0.50,0,5,2,"Simple Summary Lemurs kept in captivity are constantly influenced by a number of factors that affect their welfare. All lemur species are classified as endangered species according to …","https://www.mdpi.com/2076-2615/10/6/1013/pdf","https://scholar.google.com/scholar?q=related:2NiioxkQudUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"DLP en TOURISME, D les membres de Jury","LA COMMUNE RURALE DE MARIARANO POUR UNE DESTINATION ECOTOURISTIQUE",,"biblio.univ-antananarivo.mg","","http://biblio.univ-antananarivo.mg/pdfs/ratsimanadinoJonhsonWilliamC_ET_Lic_15.pdf","",877,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,2,,"… diurnes comme Propithecus coquereli, Eulemur fulvus, et Eulemur mongoz et six nocturnes telles que Cheirogaleus medius, Microcebus murinus, Microcebus ravelobensis, Phaner …","http://biblio.univ-antananarivo.mg/pdfs/ratsimanadinoJonhsonWilliamC_ET_Lic_15.pdf","https://scholar.google.com/scholar?q=related:9MrnlVqDAzcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"R Harison, R Edmond","CARACTERISATION ECOLOGIQUE DE LA FORET SECHE DE BAKO ET DE BEANKAMA, HABITATS DE Propithecus coronatus ET PHENOLOGIE DES …",,"biblio.univ-antananarivo.mg","","http://biblio.univ-antananarivo.mg/pdfs/rakotomalalaDimbisoaIS_SN_MAST_17.pdf","",878,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,2,,"… La présente étude permettra de fournir des données scientifiques à jour sur l’habitat forestier de Propithecus coronatus et la phénologie des plantes consommées par ce lémurien. Cet …","http://biblio.univ-antananarivo.mg/pdfs/rakotomalalaDimbisoaIS_SN_MAST_17.pdf","https://scholar.google.com/scholar?q=related:qTuA8R56n6gJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
9,"H Shimada, R Kanai, T Kondo, K Yoshino-Saito, ...","Three-dimensional kinematic and kinetic analysis of quadrupedal walking in the common marmoset (Callithrix jacchus)",2017,"Neuroscience …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168010216302814","https://scholar.google.com/scholar?cites=8094029452492703333&as_sdt=2005&sciodt=0,5&hl=en",879,"2022-06-03 12:54:03","","","","",,,,,9,1.80,2,5,5,"The common marmoset has recently gained a great deal of attention as an experimental primate model for biological science and medical research. To use the common marmoset for …","","https://scholar.google.com/scholar?q=related:ZYZgLefEU3AJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
80,"D Antonacci, I Norscia, E Palagi","Stranger to familiar: wild strepsirhines manage xenophobia by playing",2010,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013218","https://scholar.google.com/scholar?cites=3171397633928247820&as_sdt=2005&sciodt=0,5&hl=en",880,"2022-06-03 12:54:03","HTML","","","",,,,,80,6.67,27,3,12,"The power of play in limiting xenophobia is a well-known phenomenon in humans. Yet, the evidence in social animals remains meager. Here, we aim to determine whether play …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013218","https://scholar.google.com/scholar?q=related:DLrOY1gRAywJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"S Heerschop","Genomweite Charakterisierung der putativen Rekombinationshotspots zweier Makakenarten",,"openscience.ub.uni-mainz.de","","https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/3115/1/100003481.pdf","",881,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"Die Speziation ist ein Prozess, der in der Keimbahn ansetzt. Veränderungen, die sich dort akkumulieren, werden an die nächsten Generationen weitergegeben und sind Ansatzpunkte …","https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/3115/1/100003481.pdf","https://scholar.google.com/scholar?q=related:6ek_p_8-zxYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"AVM Prisca","CONTRIBUTION A L'ETUDE DU MODE D'ACCOUPLEMENT DE Propithecus verreauxi (GRANDIDIER, 1867) DANS LA RESERVE PRIVEE DE BERENTY …",2016,"","biblio.univ-antananarivo.mg","http://biblio.univ-antananarivo.mg/pdfs/andrianarimalalaVonjyMP_ENS_M1_16.pdf","",882,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,6,"… Propithecus verreauxi est la plus petite espèce parmi les Propithèques. Nombreuses recherches ont été initiées sur les comportements alimentaires et sociaux des Sifakas pendant les …","http://biblio.univ-antananarivo.mg/pdfs/andrianarimalalaVonjyMP_ENS_M1_16.pdf","https://scholar.google.com/scholar?q=related:GvjyHdWUu_EJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"D Zirkle","New Diagnostics for Bipedality: The hominin ilium displays landmarks of a modified growth trajectory",2022,"","search.proquest.com","https://search.proquest.com/openview/0360823692167ed5ee4e8915f93b8667/1?pq-origsite=gscholar&cbl=18750&diss=y","",883,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,1,"The human ilium is significantly shorter and broader than are those of all other primates. In addition, it exhibits an anterior inferior iliac spine that emerges via a secondary center of …","https://etd.ohiolink.edu/apexprod/rws_etd/send_file/send?accession=kent1647095837385269&disposition=inline",""
1,"P Chiappa, S Singh, F Pellicer","The degree of altriciality and performance in a cognitive task show correlated evolution",2018,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0205128","https://scholar.google.com/scholar?cites=8859642389810303984&as_sdt=2005&sciodt=0,5&hl=en",884,"2022-06-03 12:54:03","HTML","","","",,,,,1,0.25,0,3,4,"Previous comparative research on the evolution of cognition has tested what we call the “altricial intelligence hypothesis”. This posits that a relationship between evolutionary changes …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0205128","https://scholar.google.com/scholar?q=related:8NOiKdDF83oJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"S Kawamura","Colour vision genetics learned from New World monkeys in Santa Rosa, Costa Rica",2018,"Primate Life Histories, Sex Roles, and Adaptability","Springer","https://link.springer.com/chapter/10.1007/978-3-319-98285-4_13","https://scholar.google.com/scholar?cites=17290260006298931595&as_sdt=2005&sciodt=0,5&hl=en",885,"2022-06-03 12:54:03","","10.1007/978-3-319-98285-4_13","","",,,,,2,0.50,2,1,4,"By the mid-1980s, it was known that colour vision was polymorphic in New World monkeys due to allelic variation of the L/M opsin gene. However, until the early 2000s, it was unknown …","","https://scholar.google.com/scholar?q=related:i1GXNd5X8-8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
87,"GT Schwartz, KE Samonds, ...","Dental microstructure and life history in subfossil Malagasy lemurs",2002,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/99/9/6124.short","https://scholar.google.com/scholar?cites=6350808501650983227&as_sdt=2005&sciodt=0,5&hl=en",886,"2022-06-03 12:54:03","","","","",,,,,87,4.35,29,3,20,"… This finding implies a pattern characteristic of Propithecus and other indrids—rapid dental development despite relatively prolonged gestation. Gestation length in this one species of …","https://www.pnas.org/content/pnas/99/9/6124.full.pdf","https://scholar.google.com/scholar?q=related:OwlwKa-aIlgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
78,"MA Hook, LJ Rogers","Development of hand preferences in marmosets (Callithrix jacchus) and effects of aging.",2000,"Journal of Comparative Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2000-05103-006","https://scholar.google.com/scholar?cites=8563877412771087123&as_sdt=2005&sciodt=0,5&hl=en",887,"2022-06-03 12:54:03","","","","",,,,,78,3.55,39,2,22,"The authors investigated the development of unimanual hand use and hand preferences during feeding in 15 marmosets (Callithrix jacchus), ages birth to 51–70 months. Bimanual …","","https://scholar.google.com/scholar?q=related:E0M2MCIB2XYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"PELP LA BIOINFORMÁTICA","CURRICULAR DE LA CARRERA LICENCIATURA EN BIOLOGÍA",,"researchgate.net","","https://www.researchgate.net/profile/Ania-Cutino-Jimenez/publication/335706175_La_Bioinformatica_para_el_perfeccionamiento_Curricular_de_la_carrera_Licenciatura_en_Biologia/links/5db72f264585151435cdcbac/La-Bioinformatica-para-el-perfeccionamiento-Curricular-de-la-carrera-Licenciatura-en-Biologia.pdf","",888,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"La Bioinformática es una ciencia ha tenido un desarrollo acelerado debido a la gran disponibilidad de información biológica. Sus aplicaciones en la Biotecnología, Farmacología, …","https://www.researchgate.net/profile/Ania-Cutino-Jimenez/publication/335706175_La_Bioinformatica_para_el_perfeccionamiento_Curricular_de_la_carrera_Licenciatura_en_Biologia/links/5db72f264585151435cdcbac/La-Bioinformatica-para-el-perfeccionamiento-Curricular-de-la-carrera-Licenciatura-en-Biologia.pdf","https://scholar.google.com/scholar?q=related:-mnr1FPO3IAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"C Rolian, JC Boughner","Introduction to Evo‐Devo‐Anthro",2016,"Developmental approaches to human …","books.google.com","https://books.google.com/books?hl=en&lr=&id=j0R2CwAAQBAJ&oi=fnd&pg=PA1&dq=propithecus+coquereli&ots=fwLu0UXIdd&sig=AlZl9n8H6Qg3kMI_cL-_wkLsN10","https://scholar.google.com/scholar?cites=497620216904663973&as_sdt=2005&sciodt=0,5&hl=en",889,"2022-06-03 12:54:03","","","","",,,,,2,0.33,1,2,6,"… The anatomy and ontogeny of the head, neck, pectoral, and upper limb muscles of Lemur catta and Propithecus coquereli (primates): Discussion on the parallelism between ontogeny …","","https://scholar.google.com/scholar?q=related:pcOnZfPm5wYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"FD SECHE","«ETUDE DES MARQU EFFECTUES PAR verreauxi A. GRANDIDI",2007,"","biblio.univ-antananarivo.mg","http://biblio.univ-antananarivo.mg/pdfs/wennert%20NadineH_SN_M2_07.pdf","",890,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,15,"L’étude des marquages olfactifs a été faite au sein de la population sauvage de «Sifaka»(Propithecus verreauxi verreauxi) dans la forêt dense sèche de Kirindy. Cette étude a pour but …","http://biblio.univ-antananarivo.mg/pdfs/wennert%20NadineH_SN_M2_07.pdf","https://scholar.google.com/scholar?q=related:quSflWHu2NgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"R Vagell","Does Genotype Correlate with Phenotype? Evaluating Ruffed Lemur (Varecia spp.) Color Vision Using Subject Mediated Automatic Remote Testing Apparatus …",2017,"","academicworks.cuny.edu","https://academicworks.cuny.edu/hc_sas_etds/182/","https://scholar.google.com/scholar?cites=15264658614313472397&as_sdt=2005&sciodt=0,5&hl=en",891,"2022-06-03 12:54:03","","","","",,,,,1,0.20,1,1,5,"Ruffed lemur (Varecia spp.) color vision research was conducted using a multidisciplinary approach: psychophysics, genetic analysis, technology, and animal training. The behavioral …","https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1199&context=hc_sas_etds","https://scholar.google.com/scholar?q=related:jdHCUyL21tMJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
85,"JJ Petter, A Petter-Rousseaux","Classification of the prosimians",1979,"The study of prosimian behavior","books.google.com","https://books.google.com/books?hl=en&lr=&id=SP9YLAyvstsC&oi=fnd&pg=PA1&dq=propithecus+coquereli&ots=6ynqhUNozI&sig=I2RIegpp1ubkz7apUwhXt1rwu4s","https://scholar.google.com/scholar?cites=12577121989957990232&as_sdt=2005&sciodt=0,5&hl=en",892,"2022-06-03 12:54:03","","","","",,,,,85,1.98,43,2,43,"… In fact, Indri differs from Propithecus essentially in the elongation of the face and the resulting mechanical influences on the neurocranium. Taking the skulls of Lemur and Varecia (…","","https://scholar.google.com/scholar?q=related:WDczPNDpiq4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"W Zhang, B Tan, J Deng, X Dong, ...","The Single-Molecule Long-Read Sequencing of Intestine After Soy Meal-Induced Enteritis in Juvenile Pearl Gentian Grouper, Epinephelus fuscoguttatus♀× …",2021,"Frontiers in Marine …","search.proquest.com","https://search.proquest.com/openview/49dbf7f7bbe310e4e18cb26bb7ca4ec8/1?pq-origsite=gscholar&cbl=2049538","https://scholar.google.com/scholar?cites=17348808842276363007&as_sdt=2005&sciodt=0,5&hl=en",893,"2022-06-03 12:54:03","","10.3389/fmars.2021.688601","","",,,,,1,1.00,0,5,1,"Intestinal inflammatory disease induced by excessive soy proteins substitution for fish meal (FM) protein is a common phenomenon. Pearl gentian grouper, Epinephelus fuscoguttatus♀…","https://www.frontiersin.org/articles/10.3389/fmars.2021.688601/full","https://scholar.google.com/scholar?q=related:_9oJYLlZw_AJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"BSO Fam","Evolução dos genes OXTR, AVPR1a, AVPR1b e AVPR2 nos contextos de seleção natural (domesticação)",2018,"","lume.ufrgs.br","https://www.lume.ufrgs.br/handle/10183/193614","",894,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,4,"O sistema da Oxitocina-Vasopressina (OXT-AVP) é composto pelos neurohormônios e seus quatro receptores (OXTR, AVPR1a, AVPR1b e AVPR2). Além de suas relevantes funções …","https://www.lume.ufrgs.br/bitstream/handle/10183/193614/001074314.pdf?sequence=1","https://scholar.google.com/scholar?q=related:qxMX7CEtNlAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"M Kocur","Lemury na Madagaskarze. Ku performatyce posthumanistycznej",2016,"Prace Kulturoznawcze","wuwr.pl","https://wuwr.pl/pkult/article/download/5544/5222","",895,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,6,"Artykuł, oparty na materiałach zebranych podczas pięciotygodniowych badań terenowych na Madagaskarze, jest propozycją spojrzenia na endemiczne małpiatki jako modelowe …","https://wuwr.pl/pkult/article/download/5544/5222","https://scholar.google.com/scholar?q=related:577IkaLtTPgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
17,"B Majolo, HM Buchanan-Smith, J Bell","Response to novel objects and foraging tasks by common marmoset (Callithrix jacchus) female pairs",2003,"Lab animal","nature.com","https://www.nature.com/articles/laban0303-32","https://scholar.google.com/scholar?cites=1666283690210834404&as_sdt=2005&sciodt=0,5&hl=en",896,"2022-06-03 12:54:03","","","","",,,,,17,0.89,6,3,19,"The authors analyze the effects of enrichment devices on the behavior of common marmoset female pairs, and determine which aspects of these devices are more likely to elicit …","http://eprints.lincoln.ac.uk/2791/2/Paper_Lab_Anim_2003.pdf","https://scholar.google.com/scholar?q=related:5DcLGjDUHxcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
28,"K McGoogan, T Kivell, M Hutchison, ...","Phylogenetic diversity and the conservation biogeography of African primates",2007,"Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2699.2007.01759.x","https://scholar.google.com/scholar?cites=970096574186524999&as_sdt=2005&sciodt=0,5&hl=en",897,"2022-06-03 12:54:03","","10.1111/j.1365-2699.2007.01759.x","","",,,,,28,1.87,7,4,15,"Aim Phylogenetics has an important role in conservation biogeography. However, there are few data on the phylogenetic diversity of African primates. The phylogenetic diversity (PD) of …","http://individual.utoronto.ca/slehman/files/Download/Phylogenetic%20diversity%20and%20the%20conservation%20biogeography%20of%20African%20primates.pdf","https://scholar.google.com/scholar?q=related:RxE2xrF5dg0J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"MK Izard","Nursery-reared prosimian primates",2006,"Nursery Rearing of Nonhuman Primates in the 21st …","Springer","https://link.springer.com/chapter/10.1007/978-0-387-25640-5_7","https://scholar.google.com/scholar?cites=15665529553342203483&as_sdt=2005&sciodt=0,5&hl=en",898,"2022-06-03 12:54:03","","10.1007/978-0-387-25640-5_7","","",,,,,2,0.13,2,1,16,"The prosimian group encompasses a wide range of primitive primate species that are distinct from the simian group of monkeys, apes, and humans. There are more than 40 species of …","","https://scholar.google.com/scholar?q=related:W4ZYFSEkZ9kJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"U Kellner, N Weisschuh, S Weinitz, G Farmand, ...","Autosomal Dominant Gyrate Atrophy-Like Choroidal Dystrophy Revisited: 45 Years Follow-Up and Association with a Novel C1QTNF5 Missense Variant",2021,"International Journal of …","mdpi.com","https://www.mdpi.com/1004734","https://scholar.google.com/scholar?cites=1791059539106868357&as_sdt=2005&sciodt=0,5&hl=en",899,"2022-06-03 12:54:03","","","","",,,,,1,1.00,0,5,1,"We present a long-term follow-up in autosomal dominant gyrate atrophy-like choroidal dystrophy (adGALCD) and propose a possible genotype/phenotype correlation. Ophthalmic …","https://www.mdpi.com/1422-0067/22/4/2089/htm","https://scholar.google.com/scholar?q=related:hSwKUCkf2xgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
25,"CS Evans","Accessory chemosignaling mechanisms in primates",2006,"American Journal of Primatology: Official Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20250","https://scholar.google.com/scholar?cites=3369588164660632052&as_sdt=2005&sciodt=0,5&hl=en",900,"2022-06-03 12:54:03","","10.1002/ajp.20250","","",,,,,25,1.56,25,1,16,"Accessory olfaction is defined as the chemoreceptive system that employs the vomeronasal complex (VNC) and its distinct central projections to the accessory olfactory bulb (AOB) and …","","https://scholar.google.com/scholar?q=related:9Bn1OZUuwy4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
3,"AB Lucile, A Maxime","Faune et flore de Madagascar",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=xFMYBgAAQBAJ&oi=fnd&pg=PA5&dq=propithecus+coquereli&ots=0Q_WHUtnYP&sig=zVaGlveCizyMe3UVx-LRtcCiSjg","https://scholar.google.com/scholar?cites=9533694099458552589&as_sdt=2005&sciodt=0,5&hl=en",901,"2022-06-03 12:54:03","BOOK","","","",,,,,3,0.25,2,2,12,"Disponible en Obook au prix de 18 euros, nous contacter: karthala@ orange. fr Cet ouvrage est destiné aux voyageurs et naturalistes, mais aussi aux Malgaches et à tous les curieux …","","https://scholar.google.com/scholar?q=related:DfN2k0V8ToQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"C Chen-Kraus, NA Raharinoro, ...","Human-lemur coexistence in a multiple-use landscape",2022,"Frontiers in Ecology …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fevo.2022.779861/pdf","",902,"2022-06-03 12:54:03","PDF","10.3389/fevo.2022.779861","","",,,,,0,0.00,0,3,1,"… We used the RDH to examine how anthropogenic activities affect Verreaux’s sifakas (Propithecus verreauxi), critically endangered lemurs found in southwest Madagascar, in a multiple-…","https://www.frontiersin.org/articles/10.3389/fevo.2022.779861/pdf",""
0,"GR Silva","Aspectos evolutivos do gene LNPEP: de Mammalia a Primates",2019,"","lume.ufrgs.br","https://www.lume.ufrgs.br/handle/10183/202474","",903,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,3,"O gene LNPEP codifica a enzima oxitocinase, uma proteína de membrana zinco-dependente com a propriedade de inativar os nonapeptídeos oxitocina e vasopressina, além de outros …","https://www.lume.ufrgs.br/bitstream/handle/10183/202474/001101566.pdf?sequence=1","https://scholar.google.com/scholar?q=related:_OR8AnsVCwUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
